date,sales,profit,region,state,category,type,caffeination
6/1/2010,141,33,West,UT,Herbal Tea,Mint,Decaf
6/1/2010,125,3,West,UT,Tea,Darjeeling,Regular
6/1/2010,96,14,West,UT,Tea,Earl Grey,Regular
6/1/2010,78,3,West,UT,Tea,Green Tea,Regular
6/1/2010,169,32,West,UT,Coffee,Decaf Irish Cream,Decaf
6/1/2010,521,165,West,CA,Espresso,Caffe Latte,Regular
6/1/2010,345,36,West,CA,Espresso,Caffe Mocha,Regular
6/1/2010,634,240,West,CA,Espresso,Decaf Espresso,Decaf
6/1/2010,96,113,West,CA,Coffee,Amaretto,Regular
6/1/2010,890,357,West,CA,Coffee,Columbian,Regular
6/1/2010,301,133,West,CA,Herbal Tea,Chamomile,Decaf
6/1/2010,532,192,West,CA,Herbal Tea,Lemon,Decaf
6/1/2010,190,67,West,CA,Herbal Tea,Mint,Decaf
6/1/2010,276,120,West,CA,Tea,Darjeeling,Regular
6/1/2010,230,98,West,CA,Tea,Earl Grey,Regular
6/1/2010,135,32,West,CA,Tea,Green Tea,Regular
6/1/2010,169,142,West,CA,Coffee,Decaf Irish Cream,Decaf
6/1/2010,43,31,West,NV,Espresso,Caffe Latte,Regular
6/1/2010,58,18,West,NV,Espresso,Caffe Mocha,Regular
6/1/2010,53,15,West,NV,Espresso,Decaf Espresso,Decaf
6/1/2010,82,0,West,NV,Coffee,Columbian,Regular
6/1/2010,345,37,West,NV,Herbal Tea,Chamomile,Decaf
6/1/2010,478,166,West,NV,Herbal Tea,Lemon,Decaf
6/1/2010,345,136,West,NV,Herbal Tea,Mint,Decaf
6/1/2010,634,241,West,NV,Tea,Darjeeling,Regular
6/1/2010,521,165,West,NV,Tea,Earl Grey,Regular
6/1/2010,37,369,West,NV,Tea,Green Tea,Regular
6/1/2010,70,8,West,NV,Coffee,Decaf Irish Cream,Decaf
6/1/2010,115,11,West,OR,Espresso,Caffe Latte,Regular
6/1/2010,118,24,West,OR,Espresso,Caffe Mocha,Regular
6/1/2010,298,83,West,OR,Espresso,Decaf Espresso,Decaf
6/1/2010,107,6,West,OR,Coffee,Amaretto,Regular
6/1/2010,112,4,West,OR,Coffee,Columbian,Regular
6/1/2010,69,22,West,OR,Herbal Tea,Chamomile,Decaf
6/1/2010,99,30,West,OR,Herbal Tea,Lemon,Decaf
6/1/2010,44,9,West,OR,Tea,Darjeeling,Regular
6/1/2010,278,100,West,OR,Tea,Earl Grey,Regular
6/1/2010,282,105,West,OR,Tea,Green Tea,Regular
6/1/2010,93,20,West,OR,Coffee,Decaf Irish Cream,Decaf
6/1/2010,110,34,West,WA,Espresso,Caffe Latte,Regular
6/1/2010,133,18,West,WA,Espresso,Caffe Mocha,Regular
6/1/2010,177,49,West,WA,Espresso,Decaf Espresso,Decaf
6/1/2010,193,66,West,WA,Coffee,Columbian,Regular
6/1/2010,232,79,West,WA,Herbal Tea,Chamomile,Decaf
6/1/2010,107,40,West,WA,Herbal Tea,Lemon,Decaf
6/1/2010,125,41,West,WA,Tea,Darjeeling,Regular
6/1/2010,99,24,West,WA,Tea,Earl Grey,Regular
6/1/2010,128,3,West,WA,Tea,Green Tea,Regular
6/1/2010,264,24,West,WA,Coffee,Decaf Irish Cream,Decaf
7/1/2010,291,81,Central,CO,Herbal Tea,Chamomile,Decaf
7/1/2010,95,10,Central,CO,Herbal Tea,Lemon,Decaf
7/1/2010,110,21,Central,CO,Herbal Tea,Mint,Decaf
7/1/2010,115,12,Central,CO,Tea,Darjeeling,Regular
7/1/2010,109,23,Central,CO,Tea,Earl Grey,Regular
7/1/2010,94,27,Central,CO,Tea,Green Tea,Regular
7/1/2010,230,98,Central,CO,Espresso,Caffe Mocha,Regular
7/1/2010,131,31,Central,CO,Espresso,Decaf Espresso,Decaf
7/1/2010,312,139,Central,CO,Coffee,Decaf Irish Cream,Decaf
7/1/2010,256,111,Central,CO,Coffee,Amaretto,Regular
7/1/2010,199,71,Central,CO,Coffee,Columbian,Regular
7/1/2010,256,111,Central,IL,Herbal Tea,Chamomile,Decaf
7/1/2010,199,72,Central,IL,Herbal Tea,Lemon,Decaf
7/1/2010,312,139,Central,IL,Herbal Tea,Mint,Decaf
7/1/2010,230,99,Central,IL,Tea,Darjeeling,Regular
7/1/2010,131,31,Central,IL,Tea,Earl Grey,Regular
7/1/2010,678,259,Central,IL,Espresso,Caffe Mocha,Regular
7/1/2010,532,168,Central,IL,Espresso,Decaf Espresso,Decaf
7/1/2010,376,150,Central,IL,Coffee,Decaf Irish Cream,Decaf
7/1/2010,567,208,Central,IL,Coffee,Columbian,Regular
7/1/2010,678,258,Central,IA,Herbal Tea,Chamomile,Decaf
7/1/2010,376,150,Central,IA,Herbal Tea,Lemon,Decaf
7/1/2010,532,167,Central,IA,Tea,Darjeeling,Regular
7/1/2010,602,197,Central,IA,Tea,Earl Grey,Regular
7/1/2010,49,13,Central,IA,Espresso,Caffe Mocha,Regular
7/1/2010,43,31,Central,IA,Espresso,Decaf Espresso,Decaf
7/1/2010,54,12,Central,IA,Coffee,Decaf Irish Cream,Decaf
7/1/2010,61,17,Central,IA,Coffee,Amaretto,Regular
7/1/2010,75,9,Central,IA,Coffee,Columbian,Regular
7/1/2010,141,1,Central,MO,Herbal Tea,Chamomile,Decaf
7/1/2010,169,12,Central,MO,Herbal Tea,Lemon,Decaf
7/1/2010,103,17,Central,MO,Tea,Darjeeling,Regular
7/1/2010,89,1,Central,MO,Tea,Earl Grey,Regular
7/1/2010,82,0,Central,MO,Tea,Green Tea,Regular
7/1/2010,87,32,Central,MO,Espresso,Caffe Mocha,Regular
7/1/2010,96,35,Central,MO,Espresso,Decaf Espresso,Decaf
7/1/2010,132,32,Central,MO,Coffee,Decaf Irish Cream,Decaf
7/1/2010,169,31,Central,MO,Coffee,Columbian,Regular
7/1/2010,44,9,Central,OH,Herbal Tea,Chamomile,Decaf
7/1/2010,57,16,Central,OH,Herbal Tea,Lemon,Decaf
7/1/2010,286,104,Central,OH,Tea,Darjeeling,Regular
7/1/2010,336,128,Central,OH,Tea,Earl Grey,Regular
7/1/2010,291,81,Central,OH,Espresso,Caffe Mocha,Regular
7/1/2010,115,11,Central,OH,Espresso,Decaf Espresso,Decaf
7/1/2010,110,20,Central,OH,Coffee,Amaretto,Regular
7/1/2010,85,18,Central,OH,Coffee,Columbian,Regular
7/1/2010,95,9,Central,OH,Coffee,Decaf Irish Cream,Decaf
7/1/2010,104,29,Central,WI,Herbal Tea,Chamomile,Decaf
7/1/2010,144,58,Central,WI,Herbal Tea,Lemon,Decaf
7/1/2010,90,21,Central,WI,Tea,Darjeeling,Regular
7/1/2010,113,6,Central,WI,Tea,Earl Grey,Regular
7/1/2010,189,56,Central,WI,Espresso,Caffe Mocha,Regular
7/1/2010,115,36,Central,WI,Espresso,Decaf Espresso,Decaf
7/1/2010,133,18,Central,WI,Coffee,Amaretto,Regular
7/1/2010,297,32,Central,WI,Coffee,Columbian,Regular
7/1/2010,227,71,Central,WI,Coffee,Decaf Irish Cream,Decaf
7/1/2010,87,32,East,CT,Tea,Darjeeling,Regular
7/1/2010,51,15,East,CT,Tea,Green Tea,Regular
7/1/2010,169,32,East,CT,Herbal Tea,Lemon,Decaf
7/1/2010,132,33,East,CT,Herbal Tea,Mint,Decaf
7/1/2010,113,5,East,CT,Espresso,Caffe Mocha,Regular
7/1/2010,100,16,East,CT,Espresso,Decaf Espresso,Decaf
7/1/2010,225,75,East,CT,Coffee,Columbian,Regular
7/1/2010,110,41,East,FL,Tea,Darjeeling,Regular
7/1/2010,144,58,East,FL,Tea,Green Tea,Regular
7/1/2010,115,36,East,FL,Herbal Tea,Chamomile,Decaf
7/1/2010,133,19,East,FL,Herbal Tea,Lemon,Decaf
7/1/2010,189,55,East,FL,Herbal Tea,Mint,Decaf
7/1/2010,297,32,East,FL,Espresso,Caffe Mocha,Regular
7/1/2010,227,71,East,FL,Espresso,Decaf Espresso,Decaf
7/1/2010,286,104,East,FL,Coffee,Columbian,Regular
7/1/2010,336,129,East,FL,Coffee,Decaf Irish Cream,Decaf
7/1/2010,57,16,East,MA,Tea,Darjeeling,Regular
7/1/2010,44,9,East,MA,Tea,Green Tea,Regular
7/1/2010,115,11,East,MA,Herbal Tea,Lemon,Decaf
7/1/2010,111,7,East,MA,Espresso,Caffe Mocha,Regular
7/1/2010,291,81,East,MA,Espresso,Regular Espresso,Regular
7/1/2010,665,564,East,MA,Coffee,Columbian,Regular
7/1/2010,61,17,East,NH,Tea,Darjeeling,Regular
7/1/2010,43,31,East,NH,Tea,Green Tea,Regular
7/1/2010,82,0,East,NH,Herbal Tea,Lemon,Decaf
7/1/2010,141,1,East,NH,Espresso,Caffe Mocha,Regular
7/1/2010,89,0,East,NH,Espresso,Regular Espresso,Regular
7/1/2010,151,49,East,NH,Coffee,Amaretto,Regular
7/1/2010,160,43,East,NH,Coffee,Columbian,Regular
7/1/2010,312,138,East,NY,Tea,Darjeeling,Regular
7/1/2010,256,111,East,NY,Tea,Earl Grey,Regular
7/1/2010,230,98,East,NY,Tea,Green Tea,Regular
7/1/2010,793,388,East,NY,Herbal Tea,Lemon,Decaf
7/1/2010,198,164,East,NY,Herbal Tea,Mint,Decaf
7/1/2010,546,182,East,NY,Espresso,Regular Espresso,Regular
7/1/2010,77,266,East,NY,Espresso,Caffe Mocha,Regular
7/1/2010,912,370,East,NY,Coffee,Columbian,Regular
7/1/2010,144,58,South,LA,Coffee,Decaf Irish Cream,Decaf
7/1/2010,99,36,South,LA,Coffee,Columbian,Regular
7/1/2010,106,32,South,LA,Herbal Tea,Chamomile,Decaf
7/1/2010,169,31,South,LA,Herbal Tea,Lemon,Decaf
7/1/2010,113,6,South,LA,Espresso,Caffe Latte,Regular
7/1/2010,104,30,South,LA,Espresso,Caffe Mocha,Regular
7/1/2010,90,21,South,LA,Espresso,Decaf Espresso,Decaf
7/1/2010,169,11,South,NM,Coffee,Decaf Irish Cream,Decaf
7/1/2010,160,44,South,NM,Coffee,Columbian,Regular
7/1/2010,61,17,South,NM,Herbal Tea,Chamomile,Decaf
7/1/2010,75,10,South,NM,Herbal Tea,Lemon,Decaf
7/1/2010,89,1,South,NM,Espresso,Caffe Latte,Regular
7/1/2010,141,1,South,NM,Espresso,Caffe Mocha,Regular
7/1/2010,103,18,South,NM,Espresso,Decaf Espresso,Decaf
7/1/2010,57,16,South,OK,Coffee,Decaf Irish Cream,Decaf
7/1/2010,94,28,South,OK,Coffee,Columbian,Regular
7/1/2010,297,32,South,OK,Herbal Tea,Lemon,Decaf
7/1/2010,133,19,South,OK,Herbal Tea,Chamomile,Decaf
7/1/2010,336,128,South,OK,Espresso,Caffe Latte,Regular
7/1/2010,44,9,South,OK,Espresso,Caffe Mocha,Regular
7/1/2010,286,103,South,OK,Espresso,Decaf Espresso,Decaf
7/1/2010,199,71,South,TX,Coffee,Decaf Irish Cream,Decaf
7/1/2010,567,206,South,TX,Coffee,Columbian,Regular
7/1/2010,85,19,South,TX,Herbal Tea,Lemon,Decaf
7/1/2010,110,20,South,TX,Herbal Tea,Chamomile,Decaf
7/1/2010,131,30,South,TX,Espresso,Caffe Latte,Regular
7/1/2010,256,112,South,TX,Espresso,Caffe Mocha,Regular
7/1/2010,230,98,South,TX,Espresso,Decaf Espresso,Decaf
7/1/2010,132,32,West,UT,Coffee,Amaretto,Regular
7/1/2010,100,16,West,UT,Coffee,Columbian,Regular
7/1/2010,151,48,West,UT,Herbal Tea,Chamomile,Decaf
7/1/2010,160,44,West,UT,Herbal Tea,Lemon,Decaf
7/1/2010,169,12,West,UT,Herbal Tea,Mint,Decaf
7/1/2010,141,0,West,UT,Tea,Darjeeling,Regular
7/1/2010,103,17,West,UT,Tea,Earl Grey,Regular
7/1/2010,89,1,West,UT,Tea,Green Tea,Regular
7/1/2010,169,31,West,UT,Coffee,Decaf Irish Cream,Decaf
7/1/2010,96,36,West,UT,Espresso,Caffe Latte,Regular
7/1/2010,106,32,West,UT,Espresso,Caffe Mocha,Regular
7/1/2010,87,31,West,UT,Espresso,Decaf Espresso,Decaf
7/1/2010,87,138,West,CA,Coffee,Amaretto,Regular
7/1/2010,912,370,West,CA,Coffee,Columbian,Regular
7/1/2010,312,139,West,CA,Herbal Tea,Chamomile,Decaf
7/1/2010,567,205,West,CA,Herbal Tea,Lemon,Decaf
7/1/2010,199,72,West,CA,Herbal Tea,Mint,Decaf
7/1/2010,256,112,West,CA,Tea,Darjeeling,Regular
7/1/2010,230,98,West,CA,Tea,Earl Grey,Regular
7/1/2010,131,30,West,CA,Tea,Green Tea,Regular
7/1/2010,202,157,West,CA,Coffee,Decaf Irish Cream,Decaf
7/1/2010,532,167,West,CA,Espresso,Caffe Latte,Regular
7/1/2010,387,45,West,CA,Espresso,Caffe Mocha,Regular
7/1/2010,678,259,West,CA,Espresso,Decaf Espresso,Decaf
7/1/2010,82,1,West,NV,Coffee,Columbian,Regular
7/1/2010,387,45,West,NV,Herbal Tea,Chamomile,Decaf
7/1/2010,567,208,West,NV,Herbal Tea,Lemon,Decaf
7/1/2010,376,150,West,NV,Herbal Tea,Mint,Decaf
7/1/2010,678,258,West,NV,Tea,Darjeeling,Regular
7/1/2010,532,168,West,NV,Tea,Earl Grey,Regular
7/1/2010,27,378,West,NV,Tea,Green Tea,Regular
7/1/2010,75,9,West,NV,Coffee,Decaf Irish Cream,Decaf
7/1/2010,43,32,West,NV,Espresso,Caffe Latte,Regular
7/1/2010,61,17,West,NV,Espresso,Caffe Mocha,Regular
7/1/2010,49,12,West,NV,Espresso,Decaf Espresso,Decaf
7/1/2010,95,10,West,OR,Coffee,Amaretto,Regular
7/1/2010,94,0,West,OR,Coffee,Columbian,Regular
7/1/2010,74,24,West,OR,Herbal Tea,Chamomile,Decaf
7/1/2010,94,27,West,OR,Herbal Tea,Lemon,Decaf
7/1/2010,44,9,West,OR,Tea,Darjeeling,Regular
7/1/2010,286,104,West,OR,Tea,Earl Grey,Regular
7/1/2010,336,129,West,OR,Tea,Green Tea,Regular
7/1/2010,85,18,West,OR,Coffee,Decaf Irish Cream,Decaf
7/1/2010,115,12,West,OR,Espresso,Caffe Latte,Regular
7/1/2010,110,20,West,OR,Espresso,Caffe Mocha,Regular
7/1/2010,291,81,West,OR,Espresso,Decaf Espresso,Decaf
7/1/2010,225,75,West,WA,Herbal Tea,Chamomile,Decaf
7/1/2010,99,37,West,WA,Herbal Tea,Lemon,Decaf
7/1/2010,104,29,West,WA,Tea,Darjeeling,Regular
7/1/2010,90,20,West,WA,Tea,Earl Grey,Regular
7/1/2010,113,5,West,WA,Tea,Green Tea,Regular
7/1/2010,211,75,West,WA,Coffee,Columbian,Regular
7/1/2010,297,31,West,WA,Coffee,Decaf Irish Cream,Decaf
7/1/2010,115,36,West,WA,Espresso,Caffe Latte,Regular
7/1/2010,133,18,West,WA,Espresso,Caffe Mocha,Regular
7/1/2010,189,56,West,WA,Espresso,Decaf Espresso,Decaf
8/1/2010,291,82,Central,CO,Herbal Tea,Chamomile,Decaf
8/1/2010,89,10,Central,CO,Herbal Tea,Lemon,Decaf
8/1/2010,108,20,Central,CO,Herbal Tea,Mint,Decaf
8/1/2010,109,9,Central,CO,Tea,Darjeeling,Regular
8/1/2010,91,16,Central,CO,Tea,Earl Grey,Regular
8/1/2010,155,53,Central,CO,Tea,Green Tea,Regular
8/1/2010,245,105,Central,CO,Espresso,Caffe Mocha,Regular
8/1/2010,131,30,Central,CO,Espresso,Decaf Espresso,Decaf
8/1/2010,323,144,Central,CO,Coffee,Decaf Irish Cream,Decaf
8/1/2010,301,133,Central,CO,Coffee,Amaretto,Regular
8/1/2010,120,39,Central,CO,Coffee,Columbian,Regular
8/1/2010,301,132,Central,IL,Herbal Tea,Chamomile,Decaf
8/1/2010,120,39,Central,IL,Herbal Tea,Lemon,Decaf
8/1/2010,323,143,Central,IL,Herbal Tea,Mint,Decaf
8/1/2010,245,105,Central,IL,Tea,Darjeeling,Regular
8/1/2010,131,30,Central,IL,Tea,Earl Grey,Regular
8/1/2010,687,262,Central,IL,Espresso,Caffe Mocha,Regular
8/1/2010,532,167,Central,IL,Espresso,Decaf Espresso,Decaf
8/1/2010,376,150,Central,IL,Coffee,Decaf Irish Cream,Decaf
8/1/2010,467,163,Central,IL,Coffee,Columbian,Regular
8/1/2010,687,262,Central,IA,Herbal Tea,Chamomile,Decaf
8/1/2010,376,151,Central,IA,Herbal Tea,Lemon,Decaf
8/1/2010,532,167,Central,IA,Tea,Darjeeling,Regular
8/1/2010,632,207,Central,IA,Tea,Earl Grey,Regular
8/1/2010,58,18,Central,IA,Espresso,Caffe Mocha,Regular
8/1/2010,43,31,Central,IA,Espresso,Decaf Espresso,Decaf
8/1/2010,90,15,Central,IA,Coffee,Columbian,Regular
8/1/2010,32,1,Central,IA,Coffee,Decaf Irish Cream,Decaf
8/1/2010,63,19,Central,IA,Coffee,Amaretto,Regular
8/1/2010,151,2,Central,MO,Herbal Tea,Chamomile,Decaf
8/1/2010,139,41,Central,MO,Herbal Tea,Lemon,Decaf
8/1/2010,105,19,Central,MO,Tea,Darjeeling,Regular
8/1/2010,65,9,Central,MO,Tea,Earl Grey,Regular
8/1/2010,86,1,Central,MO,Tea,Green Tea,Regular
8/1/2010,83,29,Central,MO,Espresso,Caffe Mocha,Regular
8/1/2010,80,28,Central,MO,Espresso,Decaf Espresso,Decaf
8/1/2010,160,27,Central,MO,Coffee,Columbian,Regular
8/1/2010,110,24,Central,MO,Coffee,Decaf Irish Cream,Decaf
8/1/2010,41,9,Central,OH,Herbal Tea,Chamomile,Decaf
8/1/2010,55,16,Central,OH,Herbal Tea,Lemon,Decaf
8/1/2010,286,103,Central,OH,Tea,Darjeeling,Regular
8/1/2010,277,103,Central,OH,Tea,Earl Grey,Regular
8/1/2010,291,81,Central,OH,Espresso,Caffe Mocha,Regular
8/1/2010,109,8,Central,OH,Espresso,Decaf Espresso,Decaf
8/1/2010,108,19,Central,OH,Coffee,Amaretto,Regular
8/1/2010,85,19,Central,OH,Coffee,Columbian,Regular
8/1/2010,89,11,Central,OH,Coffee,Decaf Irish Cream,Decaf
8/1/2010,126,41,Central,WI,Herbal Tea,Chamomile,Decaf
8/1/2010,154,63,Central,WI,Herbal Tea,Lemon,Decaf
8/1/2010,90,20,Central,WI,Tea,Darjeeling,Regular
8/1/2010,105,7,Central,WI,Tea,Earl Grey,Regular
8/1/2010,226,70,Central,WI,Espresso,Caffe Mocha,Regular
8/1/2010,69,18,Central,WI,Espresso,Decaf Espresso,Decaf
8/1/2010,140,21,Central,WI,Coffee,Amaretto,Regular
8/1/2010,317,35,Central,WI,Coffee,Columbian,Regular
8/1/2010,231,73,Central,WI,Coffee,Decaf Irish Cream,Decaf
8/1/2010,83,28,East,CT,Tea,Darjeeling,Regular
8/1/2010,47,12,East,CT,Tea,Green Tea,Regular
8/1/2010,160,28,East,CT,Herbal Tea,Lemon,Decaf
8/1/2010,110,24,East,CT,Herbal Tea,Mint,Decaf
8/1/2010,105,8,East,CT,Espresso,Caffe Mocha,Regular
8/1/2010,98,16,East,CT,Espresso,Decaf Espresso,Decaf
8/1/2010,225,75,East,CT,Coffee,Columbian,Regular
8/1/2010,114,44,East,FL,Tea,Darjeeling,Regular
8/1/2010,154,63,East,FL,Tea,Green Tea,Regular
8/1/2010,69,18,East,FL,Herbal Tea,Chamomile,Decaf
8/1/2010,140,20,East,FL,Herbal Tea,Lemon,Decaf
8/1/2010,226,70,East,FL,Herbal Tea,Mint,Decaf
8/1/2010,317,35,East,FL,Espresso,Caffe Mocha,Regular
8/1/2010,231,73,East,FL,Espresso,Decaf Espresso,Decaf
8/1/2010,286,104,East,FL,Coffee,Columbian,Regular
8/1/2010,277,102,East,FL,Coffee,Decaf Irish Cream,Decaf
8/1/2010,55,16,East,MA,Tea,Darjeeling,Regular
8/1/2010,41,9,East,MA,Tea,Green Tea,Regular
8/1/2010,109,9,East,MA,Herbal Tea,Lemon,Decaf
8/1/2010,105,6,East,MA,Espresso,Caffe Mocha,Regular
8/1/2010,291,82,East,MA,Espresso,Regular Espresso,Regular
8/1/2010,664,563,East,MA,Coffee,Columbian,Regular
8/1/2010,63,20,East,NH,Tea,Darjeeling,Regular
8/1/2010,43,31,East,NH,Tea,Green Tea,Regular
8/1/2010,86,1,East,NH,Herbal Tea,Lemon,Decaf
8/1/2010,151,1,East,NH,Espresso,Caffe Mocha,Regular
8/1/2010,65,9,East,NH,Espresso,Regular Espresso,Regular
8/1/2010,151,48,East,NH,Coffee,Amaretto,Regular
8/1/2010,160,44,East,NH,Coffee,Columbian,Regular
8/1/2010,323,144,East,NY,Tea,Darjeeling,Regular
8/1/2010,301,133,East,NY,Tea,Earl Grey,Regular
8/1/2010,245,105,East,NY,Tea,Green Tea,Regular
8/1/2010,653,229,East,NY,Herbal Tea,Lemon,Decaf
8/1/2010,124,304,East,NY,Herbal Tea,Mint,Decaf
8/1/2010,543,179,East,NY,Espresso,Regular Espresso,Regular
8/1/2010,78,284,East,NY,Espresso,Caffe Mocha,Regular
8/1/2010,910,368,East,NY,Coffee,Columbian,Regular
8/1/2010,154,63,South,LA,Coffee,Decaf Irish Cream,Decaf
8/1/2010,118,46,South,LA,Coffee,Columbian,Regular
8/1/2010,176,61,South,LA,Herbal Tea,Chamomile,Decaf
8/1/2010,160,28,South,LA,Herbal Tea,Lemon,Decaf
8/1/2010,105,7,South,LA,Espresso,Caffe Latte,Regular
8/1/2010,126,41,South,LA,Espresso,Caffe Mocha,Regular
8/1/2010,90,21,South,LA,Espresso,Decaf Espresso,Decaf
8/1/2010,139,42,South,NM,Coffee,Decaf Irish Cream,Decaf
8/1/2010,160,44,South,NM,Coffee,Columbian,Regular
8/1/2010,63,19,South,NM,Herbal Tea,Chamomile,Decaf
8/1/2010,90,15,South,NM,Herbal Tea,Lemon,Decaf
8/1/2010,65,8,South,NM,Espresso,Caffe Latte,Regular
8/1/2010,151,2,South,NM,Espresso,Caffe Mocha,Regular
8/1/2010,105,18,South,NM,Espresso,Decaf Espresso,Decaf
8/1/2010,55,16,South,OK,Coffee,Decaf Irish Cream,Decaf
8/1/2010,155,53,South,OK,Coffee,Columbian,Regular
8/1/2010,317,34,South,OK,Herbal Tea,Lemon,Decaf
8/1/2010,140,20,South,OK,Herbal Tea,Chamomile,Decaf
8/1/2010,277,102,South,OK,Espresso,Caffe Latte,Regular
8/1/2010,41,10,South,OK,Espresso,Caffe Mocha,Regular
8/1/2010,286,103,South,OK,Espresso,Decaf Espresso,Decaf
8/1/2010,120,39,South,TX,Coffee,Decaf Irish Cream,Decaf
8/1/2010,678,250,South,TX,Coffee,Columbian,Regular
8/1/2010,85,19,South,TX,Herbal Tea,Lemon,Decaf
8/1/2010,108,19,South,TX,Herbal Tea,Chamomile,Decaf
8/1/2010,131,30,South,TX,Espresso,Caffe Latte,Regular
8/1/2010,301,133,South,TX,Espresso,Caffe Mocha,Regular
8/1/2010,245,105,South,TX,Espresso,Decaf Espresso,Decaf
8/1/2010,110,24,West,UT,Coffee,Amaretto,Regular
8/1/2010,98,15,West,UT,Coffee,Columbian,Regular
8/1/2010,151,49,West,UT,Herbal Tea,Chamomile,Decaf
8/1/2010,160,44,West,UT,Herbal Tea,Lemon,Decaf
8/1/2010,139,41,West,UT,Herbal Tea,Mint,Decaf
8/1/2010,151,2,West,UT,Tea,Darjeeling,Regular
8/1/2010,105,19,West,UT,Tea,Earl Grey,Regular
8/1/2010,65,9,West,UT,Tea,Green Tea,Regular
8/1/2010,160,27,West,UT,Coffee,Decaf Irish Cream,Decaf
8/1/2010,80,28,West,UT,Espresso,Caffe Latte,Regular
8/1/2010,176,62,West,UT,Espresso,Caffe Mocha,Regular
8/1/2010,83,28,West,UT,Espresso,Decaf Espresso,Decaf
8/1/2010,87,139,West,CA,Coffee,Amaretto,Regular
8/1/2010,910,368,West,CA,Coffee,Columbian,Regular
8/1/2010,323,143,West,CA,Herbal Tea,Chamomile,Decaf
8/1/2010,678,249,West,CA,Herbal Tea,Lemon,Decaf
8/1/2010,120,38,West,CA,Herbal Tea,Mint,Decaf
8/1/2010,301,133,West,CA,Tea,Darjeeling,Regular
8/1/2010,245,105,West,CA,Tea,Earl Grey,Regular
8/1/2010,131,30,West,CA,Tea,Green Tea,Regular
8/1/2010,166,137,West,CA,Coffee,Decaf Irish Cream,Decaf
8/1/2010,532,167,West,CA,Espresso,Caffe Latte,Regular
8/1/2010,412,50,West,CA,Espresso,Caffe Mocha,Regular
8/1/2010,687,262,West,CA,Espresso,Decaf Espresso,Decaf
8/1/2010,86,1,West,NV,Coffee,Columbian,Regular
8/1/2010,412,49,West,NV,Herbal Tea,Chamomile,Decaf
8/1/2010,467,163,West,NV,Herbal Tea,Lemon,Decaf
8/1/2010,376,150,West,NV,Herbal Tea,Mint,Decaf
8/1/2010,687,262,West,NV,Tea,Darjeeling,Regular
8/1/2010,532,167,West,NV,Tea,Earl Grey,Regular
8/1/2010,21,404,West,NV,Tea,Green Tea,Regular
8/1/2010,90,16,West,NV,Coffee,Decaf Irish Cream,Decaf
8/1/2010,43,32,West,NV,Espresso,Caffe Latte,Regular
8/1/2010,63,19,West,NV,Espresso,Caffe Mocha,Regular
8/1/2010,58,17,West,NV,Espresso,Decaf Espresso,Decaf
8/1/2010,89,11,West,OR,Coffee,Amaretto,Regular
8/1/2010,114,8,West,OR,Coffee,Columbian,Regular
8/1/2010,62,19,West,OR,Herbal Tea,Chamomile,Decaf
8/1/2010,155,53,West,OR,Herbal Tea,Lemon,Decaf
8/1/2010,41,9,West,OR,Tea,Darjeeling,Regular
8/1/2010,286,104,West,OR,Tea,Earl Grey,Regular
8/1/2010,277,102,West,OR,Tea,Green Tea,Regular
8/1/2010,85,19,West,OR,Coffee,Decaf Irish Cream,Decaf
8/1/2010,109,9,West,OR,Espresso,Caffe Latte,Regular
8/1/2010,108,19,West,OR,Espresso,Caffe Mocha,Regular
8/1/2010,291,81,West,OR,Espresso,Decaf Espresso,Decaf
8/1/2010,225,75,West,WA,Herbal Tea,Chamomile,Decaf
8/1/2010,118,45,West,WA,Herbal Tea,Lemon,Decaf
8/1/2010,126,42,West,WA,Tea,Darjeeling,Regular
8/1/2010,90,20,West,WA,Tea,Earl Grey,Regular
8/1/2010,105,8,West,WA,Tea,Green Tea,Regular
8/1/2010,211,76,West,WA,Coffee,Columbian,Regular
8/1/2010,317,34,West,WA,Coffee,Decaf Irish Cream,Decaf
8/1/2010,69,17,West,WA,Espresso,Caffe Latte,Regular
8/1/2010,140,20,West,WA,Espresso,Caffe Mocha,Regular
8/1/2010,226,71,West,WA,Espresso,Decaf Espresso,Decaf
9/1/2010,310,87,Central,CO,Herbal Tea,Chamomile,Decaf
9/1/2010,126,2,Central,CO,Herbal Tea,Lemon,Decaf
9/1/2010,125,27,Central,CO,Herbal Tea,Mint,Decaf
9/1/2010,102,7,Central,CO,Tea,Darjeeling,Regular
9/1/2010,113,25,Central,CO,Tea,Earl Grey,Regular
9/1/2010,140,47,Central,CO,Tea,Green Tea,Regular
9/1/2010,199,84,Central,CO,Espresso,Caffe Mocha,Regular
9/1/2010,150,39,Central,CO,Espresso,Decaf Espresso,Decaf
9/1/2010,302,134,Central,CO,Coffee,Amaretto,Regular
9/1/2010,132,42,Central,CO,Coffee,Columbian,Regular
9/1/2010,245,106,Central,CO,Coffee,Decaf Irish Cream,Decaf
9/1/2010,302,133,Central,IL,Herbal Tea,Chamomile,Decaf
9/1/2010,132,43,Central,IL,Herbal Tea,Lemon,Decaf
9/1/2010,245,106,Central,IL,Herbal Tea,Mint,Decaf
9/1/2010,199,84,Central,IL,Tea,Darjeeling,Regular
9/1/2010,150,40,Central,IL,Tea,Earl Grey,Regular
